0,load id=Story04End,,,,,,,,,
0,boss=Boss1|destroy,,,,,,,,,
2,load id=Story04Boss,,,,,,,,,
0,boss=Boss1|activated,,,,,,,,,
0,load id=Story04Mid,,,,,,,,,
5,boss=Boss1|inactivated,,,,,,,,,
0.5,32,AABA090,,,224,AABA090,,,416,AABA090
0.5,,,128,AABA090,,,320,AABA090,,
0.5,32,AAEA120,,,224,AAEA120,,,416,AAEA120
0.5,32,AAAA090,128,AAXA090,224,AAAA090,320,AAXA090,416,AAAA090
0.5,,,128,AAAA060,,,320,AAAA060,,
0.5,32,AAEA120,,,224,AAEA120,,,416,AAEA120
0.5,,,128,AAEA090,,,320,AAEA090,,
0.5,,,,,224,AABA090,,,416,ADAA090
0.5,32,ACAA060,,,224,AAEA090,,,,
0.5,,,,,224,AABA090,,,416,ADAA090
0.5,32,ACAA060,,,224,AAEA090,,,,
0.5,,,,,224,AABA090,,,416,ADAA090
0.5,32,ACAA060,,,224,AAEA090,,,,
0.5,32,AAAA090,,,224,AABA090,,,416,AAAA090
0.5,,,,,,,320,AAAA060,416,AAAA060
0.5,32,AAAA060,128,AAAA060,,,,,,
0.5,32,ACAA060,128,AAAA090,,,320,AAAA090,416,ADAA060
0.5,32,ACAA060,,,224,AAAA090,,,416,ADAA060
0.5,32,ACAA060,128,AAAA090,,,320,AAAA090,416,ADAA060
0.5,32,AABA090,,,224,AAEA090,,,416,AABA090
0.5,,,128,AAEA090,224,AAAA090,320,AAEA090,,
0.5,32,AAEA090,,,224,AABA090,,,416,AAEA090
0.5,,,128,AABA090,224,AAAA090,320,AABA090,,
0.5,32,AABA090,,,224,AABA090,,,416,AABA090
0.5,,,128,AAEA090,224,AAAA090,320,AAEA090,,
0.5,32,ACAA060,128,AABA090,,,320,AABA090,416,ADAA060
0.5,32,ACAA060,,,,,,,416,ADAA060
0.5,32,ACAA060,128,AAEA120,224,AABA090,320,AAEA120,416,ADAA060
0,load id=Story04Start,,,,,,,,,
